"10.4103,-4.76341"
"9.54633,7.39458"
"8.52094,2.83414"
"8.60977,7.13934"
"9.24391,3.11504"
"8.42022,3.99806"
"7.61483,-3.52458"
"9.6596,1.93946"
"10.5109,4.16787"
"10.6009,-1.7494"
"10.0403,-0.0162673"
"8.65683,-2.57157"
"10.2004,8.40043"
"8.06355,3.55837"
"9.37407,0.732814"
"9.36046,0.83406"
"10.0398,4.69774"
"10.27,1.64592"
"11.477,4.87891"
"8.44168,7.93266"
"8.59921,4.06528"
"11.0101,2.56464"
"9.35193,-1.01818"
"9.16308,4.76233"
"7.11001,2.7816"
"9.91487,-0.763154"
"9.11812,0.572085"
"10.7054,4.2581"
"10.0894,2.56859"
"10.1981,0.0386563"
"9.8644,4.25361"
"8.74753,4.44942"
"8.65744,0.794264"
"9.45867,6.28807"
"9.83249,-0.0159146"
"10.0596,3.00552"
"8.99976,2.84396"
"10.1403,4.03103"
"7.14397,-0.279645"
"9.95443,6.4191"
"9.12789,0.451728"
"10.101,0.861113"
"8.40991,2.43043"
"9.0644,4.53111"
"9.59803,6.48501"
"7.94624,0.729359"
"9.78547,3.27783"
"10.2288,1.69473"
"10.4277,6.47079"
"11.1133,6.27978"
"9.15838,3.3015"
"5.55522,7.18685"
"8.49312,6.27779"
"9.77682,-1.54758"
"8.338,2.07174"
"9.85117,1.39933"
"8.98774,2.83323"
"7.3815,-2.77148"
"8.32344,5.45866"
"9.36205,-4.41892"
"9.9185,-1.86553"
"10.15,2.35947"
"7.5255,5.64036"
"11.9831,6.60178"
"8.56415,2.548"
"9.54848,2.07736"
"9.63633,-4.39251"
"8.54558,2.1596"
"8.34799,0.367835"
"8.79948,0.792154"
"8.73921,3.22424"
"9.97717,-0.598079"
"10.8394,3.6869"
"8.22277,6.78867"
"8.26267,-1.71468"
"10.5022,-2.82544"
"9.85592,6.02073"
"9.63386,1.14632"
"7.02965,5.57546"
"10.0992,6.07512"
"8.64716,4.56344"
"9.34749,-2.63544"
"10.2342,7.79941"
"10.9513,2.2643"
"9.93007,4.94568"
"8.86742,-0.0326054"
"9.03622,2.06368"
"9.28122,2.20062"
"10.2628,3.2361"
"8.15257,3.48669"
"7.18868,6.01338"
"7.02241,0.278492"
"10.8092,-2.37142"
"8.02459,2.22965"
"8.51117,2.97059"
"7.3886,8.94974"
"8.07352,0.402844"
"8.28882,-0.373083"
"10.3665,2.03571"
"8.91652,5.08444"
"10.3605,-0.311371"
"9.70951,1.87323"
"8.64288,1.5774"
"6.62514,3.56791"
"9.7788,6.68247"
"8.69204,5.77275"
"9.96653,-0.280113"
"8.71521,6.22851"
"7.96402,0.596493"
"7.54831,-1.91154"
"7.73291,3.54691"
"9.83308,-3.23734"
"9.49327,4.58149"
"9.75287,7.8435"
"-11.7824,-3.98953"
"-10.7369,-3.14212"
"-9.24459,-5.96523"
"-8.24885,3.75258"
"-12.664,-3.37533"
"-11.3967,1.94343"
"-9.18218,-3.24469"
"-10.4991,-1.06237"
"-6.70081,2.39288"
"-8.7956,-2.70509"
"-8.36321,-2.3906"
"-8.36659,3.9023"
"-8.30753,1.38123"
"-10.3631,-2.78229"
"-11.0867,-2.27773"
"-9.7111,-1.87984"
"-6.96249,-0.649297"
"-9.19138,0.483897"
"-10.0188,0.224198"
"-10.732,-1.84427"
"-7.14096,2.74478"
"-10.8801,-2.26751"
"-10.9783,0.323303"
"-9.20295,2.94518"
"-11.89,2.35637"
"-6.60341,-3.04597"
"-9.52782,-1.27572"
"-12.7091,-3.11548"
"-9.59721,1.81338"
"-11.5675,4.02726"
"-8.68112,-3.63817"
"-12.88,-0.843277"
"-10.1532,-0.0369087"
"-8.61904,-1.8053"
"-10.7919,-1.98025"
"-11.3624,-1.70523"
"-10.8149,-2.75596"
"-9.67345,1.75837"
"-9.46442,0.730679"
"-9.24526,1.35787"
"-7.47049,-0.718473"
"-9.30303,1.32661"
"-8.20299,1.05847"
"-10.4152,-0.166916"
"-9.04857,0.409455"
"-7.59151,8.7679"
"-11.6881,-2.11772"
"-8.80213,-2.92943"
"-9.87706,0.399467"
"-6.40354,-0.119799"
"-8.9666,1.557"
"-10.3736,3.64948"
"-10.8545,-2.61554"
"-9.00877,-2.0023"
"-9.81965,-0.472449"
"-9.22014,-0.513295"
"-9.35729,-4.4872"
"-7.011,2.99309"
"-10.6059,1.02967"
"-12.9506,-2.61472"
"-7.10855,6.34741"
"-9.10391,0.932557"
"-7.60286,1.48287"
"-10.2561,0.344802"
"-8.7746,-3.84885"
"-8.93016,-3.19617"
"-10.1987,1.45016"
"-7.48305,-0.766665"
"-7.60749,-1.44333"
"-10.0582,-2.94138"
"-10.0354,-2.45058"
"-9.45118,-3.7338"
"-10.2682,-2.22523"
"-9.29294,-0.249464"
"-10.5116,0.732902"
"-9.34997,1.41"
"-9.36086,-4.35679"
"-10.1703,-4.43044"
"-10.1307,2.31022"
"-8.23013,-5.03969"
"-9.14958,-0.704253"
"-9.93826,1.89798"
"-9.72281,-0.397426"
"-9.89065,-2.26766"
"-10.4444,-2.54467"
"-7.13072,0.988727"
"-9.34536,-2.16962"
"-9.34491,4.27344"
"-8.68727,-1.34308"
"-9.36934,-5.90258"
"-8.29747,-0.710645"
"-8.11968,2.15498"
"-11.4359,-1.39679"
"-10.699,-3.91199"
"-11.2481,-2.32941"
"-10.6283,-1.14668"
"-9.80112,-0.600313"
"-10.5732,2.64946"
"-8.60289,-2.49447"
"-9.94725,-3.87484"
"-11.1741,-0.0735079"
"-9.65431,0.815191"
"-11.0362,-3.22139"
"-12.1093,0.00675686"
"-9.51586,-1.46542"
"-9.29664,-2.20776"
"-7.90703,3.58252"
"-7.48131,5.37062"
"-10.1661,1.07892"
"-7.79713,1.52499"
"-8.37697,-1.22832"
"-10.08,2.89017"
"-8.26102,-1.35156"
"-8.3977,-2.91649"
"-10.6086,0.753788"
"-8.35133,-2.17084"
"-10.2267,-2.38694"
"-11.1261,-4.8382"
"-11.2011,3.01478"
"-12.502,-3.32959"
"-9.73596,-3.41438"
"-10.4096,0.324927"
"-7.41276,0.0553988"
"-8.20702,-2.36263"
"-9.16879,-1.25022"
"-6.87906,7.76975"
"-10.1154,3.07734"
"-11.343,-0.477816"
"-8.94096,-0.666378"
"-9.52701,-0.262173"
"-10.8025,0.613456"
"-10.9803,-1.60054"
"-13.6765,-0.291649"
"-12.0847,-1.84056"
"-8.7631,1.60544"
"-7.02009,-1.89365"
"-11.0169,-3.14602"
"-10.1504,-0.0302397"
"-11.5325,0.148427"
"-8.68698,-0.107251"
"-10.6682,-0.462475"
"-8.33536,0.263923"
"-8.72513,-1.53471"
"-13.2834,-3.43656"
"-9.79538,1.17457"
"-10.7011,1.82976"
"-9.30454,-5.44721"
"-10.9456,-0.181193"
"-9.212,-1.23192"
"-10.4405,-0.5619"
"-12.1926,0.760813"
"-8.44819,2.59249"
"-10.9836,-0.225949"
"-11.2609,-1.95034"
"-11.7322,-2.19998"
"-10.3406,-0.704053"
"-7.80678,-1.7479"
"-11.025,-0.523453"
"-7.83079,0.699193"
"-9.91095,-0.0864334"
"-8.5361,-1.87307"
"-7.10513,-0.385958"
"-9.27105,1.36752"
"-9.48385,-1.77266"
"-7.95117,1.63732"
"-10.5357,-5.91167"
"-11.1716,-2.47615"
"-8.43964,-1.0615"
"-10.9063,-0.321067"
"-10.2297,-5.61037"
"-7.70408,-0.777811"
"-11.6942,2.07679"
"-8.22169,1.10148"
"-8.24046,-2.36133"
"-9.31825,-3.76505"
"-9.33746,-3.92052"
"-9.99546,-2.45213"
"-9.0738,-3.34001"
"-9.6831,0.168394"
"-8.8865,-2.80165"
"-9.01983,2.77902"
"-9.92998,2.61038"
"-9.99971,1.80852"
"-11.3125,-3.13981"
"-7.44165,2.76181"
"-9.81273,-1.28101"
"-8.22163,-2.08188"
"-10.3279,-5.70101"
"-10.9791,2.3797"
"-11.6438,1.64487"
"-6.99762,5.67536"
"-9.13268,-0.304696"
"-9.79116,-3.99765"
"-8.29449,2.36874"
"-10.9362,1.03774"
"-10.5943,-1.01197"
"-13.7049,-1.62044"
"-8.85233,-3.84057"
"-8.20626,-3.01639"
"-9.47314,-4.72539"
"-9.27733,0.376995"
"-6.36666,-0.692754"
"-10.8378,-2.01066"
"-7.77846,-0.248425"
"-7.9262,1.08838"
"-9.3129,-1.9439"
"-11.9205,-0.547382"
"-8.99672,1.3996"
"-9.52091,-1.67345"
"-9.57183,3.03214"
"-9.34034,-1.45731"
"-11.8708,-3.04318"
"-9.72036,-2.65919"
"-9.5723,0.334358"
"-9.54034,1.14481"
"-7.72086,-2.29037"
"-10.5343,-2.73491"
"-7.56975,-3.24419"
"-8.56943,0.836343"
"-11.8282,-0.210049"
"-7.72712,2.26811"
"-8.3727,-4.53715"
"-7.46288,1.25743"
"-8.11045,-1.87061"
"-8.97602,-2.78457"
"-8.30568,-1.03078"
"-10.0169,-2.95417"
"-10.546,0.387217"
"-9.57977,1.69863"
"-12.0073,2.96136"
"-8.89068,2.76923"
"-10.6283,-2.95428"
"-9.73426,0.573493"
"-9.58967,-2.47356"
"-10.4628,-3.69464"
"-9.43169,-0.823335"
"-9.55966,-3.79983"
"-10.5564,-4.82874"
"-8.44565,-0.308201"
"-8.06272,-1.40816"
"-10.948,2.48687"
"-12.6932,-0.108323"
"-7.78663,5.29442"
"-10.6775,-2.37793"
"-8.34875,2.4835"
"-7.22729,1.60641"
"-9.54389,-0.893413"
"-8.26092,0.0764274"
"-10.314,3.11178"
"-9.53593,-2.91742"
"-9.88309,1.95415"
"-10.5328,-0.124954"
"-8.64041,-1.25729"
"-10.4731,0.670607"
"-8.2138,-2.96052"
"-9.59728,0.500369"
"-7.71434,-2.39401"
"-9.19097,1.8899"
"-10.8156,-0.365488"
"-10.8965,0.409723"
"-8.78741,-2.50511"
"-8.26195,-0.911823"
"-11.837,-0.35076"
"-9.51553,-0.663397"
"-7.90436,3.45952"
"-8.92773,1.23886"
"-10.0027,-0.563838"
"-9.26673,-4.2918"
"-8.03484,0.237042"
"-8.71848,3.64081"
"-12.7979,-0.0322721"
"-12.0554,-1.29436"
"-9.56569,-3.37662"
"-10.8106,-0.802955"
"-9.7668,1.95761"
"-9.36806,2.4526"
"-9.53365,3.2862"
"-10.8074,-1.83816"
"-8.76765,-6.63805"
"-9.54589,3.58938"
"-10.3456,0.066376"
"-7.99489,-2.22003"
"-9.32331,3.38448"
"-7.41617,-0.685494"
"-9.64616,-1.33422"
"-8.82699,-3.77764"
"-9.89733,1.23084"
"-12.1813,-0.852627"
"-7.14831,-1.79568"
"-8.60468,1.47978"
"-9.09563,-2.81637"
"-12.2412,-1.58118"
"-10.2429,-0.739762"
"-9.0245,-2.97515"
"-11.214,1.40271"
"-8.9502,2.21813"
"-9.27785,-0.409158"
"-9.01395,-1.28309"
"-9.35443,0.722122"
"-9.40949,2.87821"
"-9.97766,-3.48543"
"-8.99443,2.8246"
"-9.13119,-1.94865"
"-8.80281,0.492169"
"-9.60125,2.93125"
"-7.56747,-0.815694"
"-9.44598,-4.01619"
"-8.60268,0.678246"
"-10.6721,1.65962"
"-7.45584,-6.35874"
"-8.36339,-1.08097"
"-9.04811,-2.56007"
"-9.30652,1.79355"
"-9.60333,-3.26236"
"-12.3185,-2.80881"
"-9.9232,-6.14403"
"-9.90087,-0.114559"
"-6.87545,-0.622681"
"-10.2224,-1.54529"
"-9.53318,-4.1529"
"-8.98201,-2.96068"
"-10.5887,0.420486"
"-9.15463,1.51705"
"-7.95343,0.0558233"
"-10.6593,-4.84858"
"-8.29739,1.97383"
"-9.6882,-2.43814"
"-9.61469,0.560217"
"-10.7244,-1.66833"
"-9.36902,5.83307"
"-9.04932,-4.45157"
"-10.9228,-3.56779"
"-12.0132,-2.2475"
"-12.386,-2.3989"
"-9.76798,-1.44012"
"-9.26681,-0.221714"
"-12.5465,0.182378"
"-8.66159,0.540247"
"-10.6508,1.94519"
"-9.64083,-1.19599"
"-7.41131,3.17789"
"-9.9874,-0.745757"
"-10.0885,0.092711"
"-11.3569,-0.719676"
"-6.5461,3.21966"
"-8.1265,1.80126"
"-9.95238,-0.742208"
"-7.9306,-1.13963"
"-10.4259,-3.31602"
"-8.56023,1.00337"
"-10.3699,2.317"
"-9.51395,3.47835"
"-12.0564,-6.10135"
"-10.646,-2.78347"
"-6.45636,1.3662"
"-10.1169,-1.27887"
"-9.18685,-4.94327"
"-9.33247,-1.45175"
"-6.07355,-1.12788"
"-9.6974,1.28019"
"-9.99815,1.17465"
"-9.72071,-1.89312"
"-9.60543,-0.924298"
"-8.23783,-1.86259"
"-9.56268,1.4973"
"-8.60556,-1.05914"
"-10.9812,0.612702"
"-7.3773,0.191468"
"-8.39114,1.8268"
"-9.44862,-0.350716"
"-11.8134,-2.12931"
"-6.74476,0.796773"
"-9.64837,-4.62481"
"-7.26162,-2.12704"
"-9.6118,-3.2903"
"-10.3672,-3.92289"
"-11.5352,-2.9652"
"-9.96275,1.40548"
"-11.5357,0.329144"
"-10.2678,-2.52144"
"-8.49185,3.46656"
"-8.27024,3.6912"
"-10.0874,-2.05839"
"-9.17006,-2.86541"
"-9.91675,0.127341"
"-7.63704,-0.0553134"
"-9.7794,2.51146"
"-11.5051,3.23192"
"-11.3987,-1.49541"
"-7.66203,0.441316"
"-11.3464,-2.48717"
"-8.4172,-0.695082"
"-8.58416,0.00571309"
"-13.1373,-3.30512"
"-8.34493,-1.13071"
"-10.4498,2.46592"
"-8.90227,-1.04835"
"-9.06284,-3.7149"
"-2.68369,8.14596"
"-2.13133,10.5172"
"-1.93196,9.66994"
"-2.71523,9.00705"
"-1.26046,9.35429"
"-2.4297,7.83918"
"-2.23114,7.23409"
"-2.39003,5.87537"
"-3.07889,9.84861"
"-1.33481,10.7711"
"-2.70205,8.09798"
"-2.0606,9.16733"
"-1.7233,11.0669"
"-2.6958,9.43511"
"-3.16017,8.9272"
"-2.12027,9.14462"
"-2.43628,8.25219"
"-1.96523,9.33919"
"-3.55335,7.79224"
"-2.33294,7.65667"
"-1.86987,11.1148"
"-0.967729,8.99131"
"-2.57059,8.27066"
"-2.67758,9.73248"
"-1.40408,8.59828"
"-1.4829,9.57096"
"-0.520039,12.0739"
"-2.19228,10.4038"
"-2.08939,7.41475"
"-2.25325,8.8129"
"-2.30912,10.3188"
"-2.05548,8.67809"
"-2.75597,6.49618"
"-3.34033,9.52353"
"-2.1493,8.28053"
"-1.64185,6.32073"
"-1.39204,10.32"
"-2.93809,8.91434"
"-2.47256,9.19279"
"-1.13195,9.9624"
"-2.02306,8.15635"
"-1.57886,13.4284"
"-2.5099,9.43082"
"-1.24157,10.4998"
"-2.31699,10.4129"
"-1.48321,8.49411"
"-3.67799,7.22245"
"-2.57793,11.0214"
"-2.25254,8.38554"
"-1.3058,9.60998"
"-2.04857,8.18774"
"-1.02434,9.05442"
"-2.39522,9.57396"
"-0.135182,10.8001"
"-3.37071,12.0485"
"-1.43836,10.0009"
"-3.41874,6.13669"
"-2.0764,8.85492"
"-1.99772,8.78709"
"-1.73647,7.5916"
"-2.53542,9.98951"
"-1.48749,8.5683"
"-2.16633,8.55961"
"-3.62855,6.39247"
"-2.91349,7.71145"
"-2.45857,7.14772"
"-3.16684,10.8726"
"-2.57875,8.5047"
"-3.59784,9.18219"
"-1.81243,8.86682"
"-1.45334,9.76817"
"-1.26516,11.2217"
"-1.79479,10.1795"
"-1.12377,7.27636"
"-1.00962,10.409"
"-2.37215,10.7255"
"-2.16604,9.24233"
"-1.83014,10.2006"
"-1.90334,6.89935"
"-1.25317,13.4907"
"-2.348,7.33413"
"-3.48646,8.56577"
"-2.05887,7.58263"
"-2.32968,8.47985"
"-2.2113,10.0537"
"-1.17491,9.44714"
"-2.73119,8.00983"
"-1.07886,6.78985"
"-3.18889,9.11602"
"-2.36213,6.87533"
"-2.34401,10.8423"
"-1.26066,10.2966"
"-1.95587,7.64093"
"-1.028,8.52836"
"-1.56008,8.67568"
"-2.55543,10.7303"
"-2.54009,10.9134"
"-2.75807,8.20559"
"-1.65482,11.4446"
"-2.14396,9.21679"
"-2.7918,9.24272"
"-3.36526,6.5564"
"-2.73449,8.22551"
"-2.89074,11.4535"
"-2.4527,8.51462"
"-2.19796,9.16075"
"-3.54752,5.32846"
"-1.33773,9.51295"
"-2.78408,8.27084"
"-2.50715,8.65762"
"-2.62181,8.64589"
"-1.61922,9.26288"
"-2.46603,10.3418"
"-1.07023,8.63794"
"-0.681336,11.4334"
"-3.03871,8.83642"
"-1.78839,8.17393"
"-3.31877,6.12342"
"-2.02116,8.7039"
"-1.43057,8.62281"
"-2.11414,12.1235"
"-0.919336,11.4949"
"-2.11257,8.18143"
"-2.27959,6.70565"
"-0.590815,13.396"
"-2.32015,9.37318"
"-2.04669,7.45711"
"-2.66767,6.04302"
"-2.48145,9.95859"
"-3.24795,6.79151"
"-1.62622,9.56811"
"-1.1558,11.0055"
"-2.57591,7.73186"
"-3.17294,10.1538"
"-2.11676,8.11323"
"-3.19872,9.01462"
"-1.7464,10.4785"
"-2.02983,8.43069"
"-3.03374,7.08505"
"-1.8308,9.89542"
"-2.04519,7.86975"
"-1.40185,9.14855"
"-2.4198,9.41675"
"-2.47507,8.69752"
"-2.36666,10.048"
"-2.74975,7.29015"
"-2.97888,10.1313"
"-2.28192,10.2996"
"-0.880445,11.1"
"-2.4142,7.87543"
"-2.15419,8.17794"
"-2.72301,8.27666"
"-2.09759,7.81309"
"-2.67976,10.0885"
"-2.17045,11.1952"
"-2.21319,7.5257"
"-2.65762,9.85338"
"-1.85958,9.1038"
"-1.52865,9.7839"
"-2.09547,8.40801"
"-1.88939,10.5591"
"-2.31095,7.81509"
"-2.49725,9.49513"
"-3.01867,7.05708"
"-1.2285,8.06872"
"-2.79092,8.98643"
"-1.53654,11.171"
"-1.78103,11.7438"
"-2.38048,6.99719"
"-2.14757,9.82928"
"-1.89166,8.12006"
"-2.53354,8.24864"
"-2.78271,9.07499"
"-3.14382,7.63105"
"-3.19143,7.67421"
"-2.35481,8.36308"
"-2.68663,7.02961"
"-1.33806,11.8601"
"-1.69298,6.31542"
"-1.57206,9.66746"
"-1.59194,9.60751"
"-1.39714,10.4132"
"-1.94454,9.65302"
"-2.66542,9.80714"
"-2.47139,8.43699"
"-2.71562,9.81727"
"-2.86137,6.52568"
"-2.18949,9.6572"
"-2.28941,8.00972"
"-3.11223,9.6523"
"-0.57512,11.0662"
"-3.1218,6.73237"
"-3.32272,7.05687"
"-1.96153,10.6601"
"-1.86109,9.93545"
"-3.54141,9.2984"
"-1.8263,8.00647"
"-3.26695,9.76559"
"-2.24545,9.91254"
"-2.60432,6.65547"
"-1.27272,7.28177"
"-1.95569,9.38477"
"-2.08601,6.24675"
"-2.873,9.08821"
"-2.3127,8.32751"
"-2.72182,7.70034"
"-3.01875,7.41325"
"-2.73951,6.65099"
"-2.86825,9.06026"
"-2.90122,8.26825"
"-1.88643,11.3762"
"-1.90543,10.2143"
"-1.87124,9.90754"
"-2.72041,9.36369"
"-1.92949,7.24609"
"-1.70785,8.69945"
"-2.31515,9.55621"
"-2.79292,8.69643"
"-2.0675,7.36789"
"-1.84363,11.3972"
"-2.77684,7.25199"
"-3.31662,7.81933"
"-1.16808,10.5358"
"-1.72802,8.69568"
"-2.42303,9.26222"
"-2.75183,10.8595"
"-1.20408,10.461"
"-3.85796,7.35426"
"-2.89556,8.57942"
"-1.81845,9.15709"
"-2.61494,9.29984"
"-2.2895,8.93437"
"-1.29115,9.87643"
"-2.95379,9.83539"
"-2.41447,7.40389"
"-2.3904,9.20588"
"-1.86158,12.3882"
"-2.78728,6.11816"
"-2.17673,7.36966"
"-2.51753,11.2241"
"-2.70532,9.81202"
"-2.34994,9.60604"
"-3.15366,5.74619"
"-2.59516,9.10975"
"-1.72862,10.37"
"-1.41353,9.9593"
"-3.1997,8.34351"
"-3.56126,5.88126"
"-1.99445,9.73084"
"-2.59043,9.57087"
"-1.51899,8.48592"
"-3.60449,8.71959"
"-3.06351,9.49688"
"-2.48349,6.67125"
"-2.65729,9.40059"
"-2.0633,7.52549"
"-2.70757,8.17288"
"-2.25807,8.79006"
"-1.27395,10.0435"
"-1.58448,10.4112"
"-2.60593,10.3319"
"-1.95585,10.6911"
"-2.74241,8.26215"
"-3.37681,9.24392"
"-2.14997,8.0443"
"-1.75398,9.35092"
"-1.8586,11.0799"
"-2.25763,5.55559"
"-1.85348,9.14811"
"-1.65361,9.7705"
"-2.2023,9.94796"
"-1.11646,10.2475"
"-2.50047,7.62802"
"-2.49364,8.05612"
"-2.36219,9.16821"
"-1.82906,10.9341"
"-1.86708,7.59265"
"-2.0208,9.11469"
"-2.90014,6.50174"
"-1.07337,9.92021"
"-1.20653,11.4434"
"-1.71317,11.1836"
"-2.07926,10.183"
"-1.96133,8.5033"
"-2.61748,7.38184"
"-0.95583,9.96039"
"-3.05103,9.60769"
"-2.21449,9.58126"
"-2.30988,9.5054"
"-1.96322,11.8824"
"-3.56079,7.93997"
"-1.95926,9.51153"
"-2.30348,7.74417"
"-3.25909,9.32847"
"-1.19127,10.4226"
"-1.79061,9.79351"
"-2.19222,9.37691"
"-2.30354,10.5391"
"-2.55473,10.4818"
"-2.29494,11.5592"
"-2.92101,5.75404"
"-4.02023,8.04394"
"-1.39228,8.1408"
"-2.28857,9.00241"
"-1.5556,11.0441"
"-1.23532,10.2549"
"-3.58588,6.05135"
"-2.7299,8.04498"
"-2.55448,6.51177"
"-2.16825,11.2151"
"-2.84989,8.0102"
"-2.3991,8.5874"
"-2.10653,8.30166"
"-2.86993,7.80296"
"-1.8231,8.96711"
"-2.56404,8.82429"
"-3.04022,8.44873"
"-1.40762,10.4081"
"-2.0646,10.6759"
"-2.5449,9.92338"
"-2.02522,9.13567"
"-1.92663,6.72045"
"-1.54519,10.4458"
"-1.23564,9.74157"
"-3.4468,5.18679"
"-2.73179,10.009"
"-2.38398,9.42301"
"-2.66527,8.85267"
"-2.53186,8.21271"
"-2.71747,9.55706"
"-1.60955,7.7308"
"-1.33776,10.4994"
"-2.23808,8.14692"
"-2.15737,10.8583"
"-1.75115,9.72029"
"-2.22672,8.91444"
"-2.06095,9.99604"
"-3.01761,9.43"
"-2.25398,9.39484"
"-4.09809,8.67891"
"-2.20837,9.75391"
"-2.11684,9.27339"
"-2.36039,9.78771"
"-2.03843,8.94437"
"-2.40826,8.0712"
"-2.69939,7.69376"
"-1.14223,9.10252"
"-2.52056,9.19095"
"-2.51122,8.97956"
"-1.80636,9.54844"
"-2.4665,8.73863"
"-2.33907,7.83523"
"-2.3266,8.40693"
"-1.92599,10.6317"
"-2.62523,7.82282"
"-1.56558,9.17402"
"-1.74476,9.2479"
"-1.67568,8.52014"
"-2.9605,8.99346"
"-1.14492,9.0336"
"-2.13686,8.80754"
"-2.81675,12.3019"
"-2.80905,8.29168"
"-3.48072,6.5245"
"-2.1421,9.15202"
"-2.15113,9.13709"
"-3.5977,8.83768"
"-2.93685,9.46532"
"-2.39047,9.57589"
"-1.55998,9.55402"
"-2.03321,8.93288"
"-3.09755,8.07823"
"-0.85091,9.13355"
"-0.990434,9.85002"
"-0.329547,10.077"
"-2.88987,7.81408"
"-3.56002,8.5946"
"-2.13123,8.46432"
"-1.44569,9.43641"
"-1.82716,7.06417"
"-2.3412,8.43568"
"-1.60695,10.6045"
"-2.51517,11.843"
"-1.78947,10.5486"
"-2.37256,9.57823"
"-2.48987,7.07248"
"-3.41674,8.34512"
"-2.15821,10.4783"
"-2.52966,8.80958"
"-2.96138,7.26261"
"-2.00128,8.71616"
"-4.48671,5.3042"
"-2.26144,12.3896"
"-1.76302,9.92862"
"-2.84219,8.37295"
"-3.23456,9.14718"
"-1.62979,9.57056"
"-2.68065,9.8054"
"-3.15536,7.50661"
"-3.21827,6.40194"
"-2.43597,8.19517"
"-1.74532,8.15006"
"-2.53515,9.69319"
"-3.50907,9.49048"
"-3.29643,9.33447"
"-1.80645,10.3502"
"-2.05764,8.41177"
"-2.46476,8.21039"
"-1.73584,10.011"
"-1.46273,10.2774"
"-1.86854,9.00197"
"-2.96293,10.4588"
"-1.71468,8.7376"
"-2.69423,9.27583"
"-2.01568,7.96438"
"-1.36622,9.19643"
"-1.83401,9.30937"
"-2.28419,8.7265"
"-1.45402,8.47871"
"-2.90617,9.15128"
"-2.16652,8.35127"
"-0.999628,8.26035"
"-2.92411,7.9927"
"-3.61175,8.48303"
"-1.4311,8.92688"
"-2.34301,8.78604"
"-1.66234,12.2014"
"-1.79141,7.66607"
"-2.6243,10.7759"
"-2.66919,6.86686"
"-2.69213,9.75736"
"-1.77006,10.4922"
"-2.25698,9.79044"
"-2.10537,8.07654"
"-2.16648,8.55992"
"-2.06388,10.4239"
"-2.02383,7.76425"
"-2.40093,8.52306"
"-2.77631,8.49839"
"-1.68739,9.9843"
"-2.32694,7.93245"
"-2.68111,8.08905"
"-2.88155,11.9372"
"-4.10593,8.6524"
"-1.76208,11.0342"
"-2.19706,9.14465"
"-2.74223,10.2743"
"-1.80701,8.56699"
"-2.40359,10.242"
"-2.92656,6.69431"
"-2.23077,9.84403"
"-2.09792,9.59937"
