"-9.11985,-4.80211"
"-9.25818,-2.36345"
"-10.6986,-6.30017"
"-9.24134,-4.87706"
"-8.64595,-7.11198"
"-12.6897,-3.99103"
"-10.4495,-4.95797"
"-3.64851,-3.23403"
"-10.5811,-0.684196"
"-6.25968,-2.29167"
"-8.97086,-1.32485"
"-9.01332,-2.01138"
"-9.83921,-2.78099"
"-9.6931,-5.62928"
"-9.17252,-4.08217"
"-6.21864,-6.22164"
"-11.8726,-1.04803"
"-9.01379,-0.41908"
"-12.1776,-4.15297"
"-5.8782,-0.355001"
"-9.81487,-5.57084"
"-6.69954,-2.96726"
"-8.77622,-3.11158"
"-8.16333,-3.42999"
"-12.4138,-6.18439"
"-10.329,-5.5174"
"-9.94253,-2.72199"
"-6.38303,-4.01748"
"-6.96669,-3.26962"
"-8.00841,-2.65076"
"-10.8835,-5.4286"
"-5.68026,-2.77501"
"-9.12698,-1.22497"
"-9.9026,-2.90681"
"-6.31474,-4.24342"
"-8.48032,-3.72103"
"-9.97994,-3.86157"
"-8.25659,-5.09868"
"-9.44519,-3.24045"
"-7.30397,-3.54986"
"-7.68315,-6.15855"
"-12.835,-3.61798"
"-4.37942,-2.45043"
"-8.69554,-4.48811"
"-8.12579,-6.39833"
"-11.5327,-5.35709"
"-10.2069,-2.06711"
"-5.59696,-2.38803"
"-8.66042,-1.55825"
"-5.60675,-3.73263"
"-5.25914,-1.35797"
"-8.48431,-3.18846"
"-7.75657,-0.622752"
"-12.1553,-4.4754"
"-10.4851,2.38467"
"-10.9735,-5.23692"
"-10.3268,-1.69571"
"-9.56659,-6.63399"
"-6.87181,-1.57552"
"-5.33691,-2.60039"
"-12.3047,-2.89427"
"-7.74035,-5.92451"
"-3.72378,-4.21848"
"-11.8104,-3.36821"
"-10.1952,-1.54023"
"-6.92259,-0.593529"
"-9.06562,-2.23414"
"-10.0184,-2.83329"
"-11.6445,-3.06651"
"-10.6527,-0.96681"
"-6.58908,-1.72787"
"-10.3526,-2.6354"
"-12.1771,-2.14703"
"-10.5011,-3.64336"
"-10.799,-4.20799"
"-9.12389,-2.7825"
"-12.6022,-3.36056"
"-6.01514,-3.82877"
"-7.37227,-6.62575"
"-8.5296,-5.17536"
"-2.14703,-1.02887"
"-10.2073,-1.80398"
"-10.3949,-3.86178"
"-11.4367,-5.91124"
"-10.9678,-6.37374"
"-4.96419,-3.06588"
"-9.54777,-2.80307"
"-7.30392,-7.29998"
"-11.5706,-3.93611"
"-9.44404,-2.35013"
"-10.9314,-5.68137"
"-10.6467,-3.25872"
"-12.9888,-3.61676"
"-10.8217,-1.5873"
"-7.23273,-2.38719"
"-14.0033,-1.52289"
"-6.68127,-6.48074"
"-9.69864,-5.09891"
"-10.9622,-5.13036"
"-3.50828,-3.21151"
"-18.4938,-5.61049"
"-7.89421,-2.93278"
"-11.9309,-2.04874"
"-10.705,-6.54276"
"-8.52729,-2.25669"
"-10.6825,-7.32162"
"-8.62607,-3.8405"
"-7.01393,-3.69127"
"-11.3869,-1.40234"
"-7.98955,-1.36602"
"-10.9821,-4.79295"
"-9.85099,-2.97376"
"-9.49807,-6.02468"
"-8.68189,-5.41141"
"-3.89425,-2.95722"
"-8.23855,-2.50061"
"-10.4946,-2.32678"
"-7.69804,-4.88764"
"-7.10979,-2.42538"
"-9.55007,-4.52913"
"-8.41886,-0.958012"
"-10.2805,-6.73965"
"-9.01651,-7.34661"
"-7.00434,-2.89571"
"-8.96155,-3.52616"
"-3.34905,-4.6485"
"-9.89758,-4.21425"
"-9.92965,-3.86961"
"-8.24699,-3.77113"
"-6.91346,-2.55316"
"-9.20128,-2.83466"
"-4.91089,-2.42993"
"-9.8929,-0.49079"
"-8.38275,-3.69564"
"-12.4034,-5.29461"
"-10.2314,-3.43794"
"-7.58043,-3.14128"
"-7.91602,-5.20748"
"-8.20693,-5.12437"
"-6.8633,-2.29343"
"-10.3557,-2.93265"
"-1.38025,-2.92001"
"-10.003,-5.92034"
"-12.5244,-4.36605"
"-10.6708,-0.972825"
"-10.8638,-4.50567"
"-6.03922,-2.40965"
"-7.18391,-3.07579"
"-8.84013,-2.76259"
"-6.69609,-2.61395"
"-5.28359,-4.18875"
"-8.68955,-2.01421"
"-4.95761,-2.78163"
"-9.17341,-3.38112"
"-7.20316,-3.09698"
"-8.75419,-3.58353"
"-11.4047,-4.65826"
"-6.57265,-6.3404"
"-10.9173,-4.43431"
"-9.26841,-2.98696"
"-7.32987,-1.39402"
"-8.44805,-2.90849"
"-7.02936,-4.05625"
"-8.8773,-3.81263"
"-10.1968,-2.51608"
"-9.66789,-3.2379"
"-11.7974,-3.53345"
"-6.12503,-1.04804"
"-11.0181,-2.41704"
"-3.69927,-4.41567"
"-7.57688,-1.23729"
"-7.93057,-2.59932"
"-11.622,-3.49816"
"-9.41896,-3.05083"
"-8.87459,-4.18878"
"-6.93239,-5.96571"
"-9.57576,-1.66852"
"-9.57422,-3.57663"
"-11.5072,-2.9839"
"-11.5135,-5.28561"
"-7.61195,-3.56165"
"-9.03517,-3.73034"
"-6.31871,-3.3619"
"-7.06106,-1.94518"
"-8.35536,-2.94683"
"-11.9659,-4.30647"
"-8.21344,-8.27603"
"-5.46344,-4.50807"
"-7.81808,3.03181"
"-10.3159,-2.14649"
"-5.06191,-4.71798"
"-1.40266,-1.35776"
"-11.198,-6.7599"
"-9.36283,0.138981"
"-7.55198,-0.0904653"
"-10.8849,-6.77881"
"-7.75383,-0.978047"
"-11.1066,-2.46871"
"-6.49865,-2.20739"
"-6.83277,-2.757"
"-13.8934,-2.38367"
"-9.52125,-4.15297"
"-10.6095,-3.50677"
"-14.294,-2.83949"
"-10.5788,-4.316"
"-8.8178,-3.97251"
"-10.3865,-6.0892"
"-12.283,-2.61914"
"-8.67321,-2.574"
"-10.9337,-3.82733"
"-10.7477,1.56821"
"-11.8128,-3.24639"
"-9.86548,-4.32039"
"-6.25204,-0.735502"
"-6.75427,0.52193"
"-8.46599,-2.01037"
"-8.06343,-3.12175"
"-7.49257,-3.75352"
"-8.3541,-4.53791"
"-9.87751,-1.62142"
"-4.01894,-0.854709"
"-9.1411,0.274637"
"-8.88123,-3.01293"
"-8.76157,-3.0405"
"-3.13577,-1.60196"
"-6.17702,-1.70222"
"-9.03451,-5.13828"
"-12.011,-5.24466"
"-2.37201,-1.00264"
"-7.79538,-3.5292"
"-8.3279,-4.85357"
"-4.45231,-4.40322"
"-12.6925,-6.59049"
"-9.08887,-3.8338"
"-5.5703,-4.67651"
"-12.0009,-3.93434"
"-7.48788,-5.01248"
"-6.26843,-4.74759"
"-8.10894,-2.71935"
"-4.16976,-3.65536"
"-11.392,-2.73283"
"-13.5289,-3.62109"
"-8.49544,-2.87572"
"-10.2201,-1.09198"
"-6.0043,-2.06044"
"-4.54595,-3.63211"
"-5.58643,-2.47072"
"-7.15779,-3.18639"
"-9.66806,-1.33179"
"-8.00696,-3.17527"
"-9.19819,-2.43194"
"-6.69328,-2.11448"
"-8.90295,-5.10279"
"-7.24742,-3.5447"
"-8.78687,-1.99564"
"-10.4753,-8.57736"
"-5.75898,-3.02494"
"-7.39362,-4.84957"
"-8.44247,-2.06014"
"-7.90662,-4.79778"
"-9.67748,-6.67106"
"-11.402,-2.92474"
"-8.36009,-3.34917"
"-8.03856,-2.97968"
"-10.5221,-3.04754"
"-9.93544,-0.460007"
"-6.46911,-1.29932"
"-6.73647,-4.26705"
"-6.89896,-4.70908"
"-12.2756,-7.47866"
"-9.94417,-3.79673"
"-6.17034,-4.03688"
"-4.10206,-3.72696"
"-7.12312,-4.75246"
"-10.9423,-6.7957"
"-10.1302,-3.52168"
"-5.50865,-0.844267"
"-3.90032,-2.36554"
"-3.75524,-4.54111"
"-10.5431,-7.99706"
"-4.5608,-5.01022"
"-8.56732,-1.69473"
"-15.4564,-4.43412"
"-10.1217,-2.0172"
"-11.2362,-6.64516"
"-12.8855,-1.81276"
"-7.81629,-5.00261"
"-8.66606,-3.63097"
"-11.1339,-4.65517"
"-5.15543,-2.83625"
"-9.56833,-3.62764"
"-7.70265,-5.73234"
"-9.17332,-3.65392"
"-10.5313,-2.52971"
"-8.93781,-0.733368"
"-6.92946,-4.46148"
"-8.62535,-3.49053"
"-9.97217,-2.68548"
"-7.57091,-1.1105"
"-10.8682,-5.24028"
"-7.5083,-4.33666"
"-12.0238,-7.4481"
"-4.5208,-4.56031"
"-7.04536,-3.55882"
"-10.9905,-5.46772"
"-6.41163,-3.58718"
"-8.88264,-3.74746"
"-5.78927,-3.55061"
"-6.08738,-3.09005"
"-11.6235,-2.7009"
"-10.0404,-4.09451"
"-6.83096,-0.252253"
"-11.7208,-2.27156"
"-5.16885,-3.53563"
"-8.73019,-1.91448"
"-5.75126,-3.23143"
"-9.21372,-3.59757"
"-10.4274,-4.68912"
"-9.55841,-0.581453"
"-8.42074,-4.98436"
"-8.72711,-1.44615"
"-4.64393,-6.03741"
"-3.78752,-5.68077"
"-8.92195,-2.26046"
"-12.3453,-1.91566"
"-6.54929,-2.57381"
"-4.13855,-2.27936"
"-5.62778,-4.6971"
"-10.4714,-4.72528"
"-10.8674,-2.85008"
"-9.94158,-5.94107"
"-4.69515,-2.79825"
"-6.67293,-5.71087"
"-8.49665,-2.08873"
"-9.45865,-8.09251"
"-10.0008,-2.32628"
"-12.4309,-0.318224"
"-12.8166,-1.99242"
"-9.46137,-2.78856"
"-10.0095,-3.08097"
"-9.08858,-1.90717"
"-9.6199,-3.06433"
"-5.03359,-4.63031"
"-10.774,-3.54292"
"-11.891,-2.79286"
"-11.0119,-5.84308"
"-4.87226,-3.73739"
"-7.85576,-3.36266"
"-8.17562,-4.10558"
"-5.73092,-4.41543"
"-12.7161,-4.14717"
"-12.054,-3.1179"
"-2.09985,-2.20338"
"-9.84041,-2.49542"
"-8.64443,-3.01945"
"-12.0299,-3.038"
"-7.63089,-4.17597"
"-6.22677,-2.38314"
"-8.09841,-6.85779"
"-7.27527,-6.75796"
"-9.79494,-4.13036"
"2.49883,-7.67238"
"1.48617,-7.33635"
"-0.336716,-2.60938"
"3.91005,-8.61435"
"2.00809,-4.27337"
"4.15079,-11.1111"
"1.49115,-3.90899"
"1.25424,2.37464"
"3.17145,-3.72074"
"1.89408,-5.6757"
"2.75866,-11.3898"
"3.38491,-14.3446"
"2.1656,-4.20265"
"0.375107,-3.13279"
"0.934265,-7.08976"
"-1.06202,-13.8077"
"-2.62414,-10.351"
"1.30275,-14.179"
"1.88674,-16.2333"
"6.09719,-8.63696"
"-0.470923,-7.56815"
"2.9533,-1.62216"
"0.017611,-3.85101"
"2.06541,1.8798"
"1.17245,-9.47288"
"2.96581,-7.53802"
"1.97755,-3.7684"
"2.93597,-7.40811"
"5.33986,5.22438"
"2.03772,-6.67366"
"0.800785,-2.42687"
"0.558869,-5.24025"
"0.776854,3.80418"
"3.06183,-12.7384"
"1.25697,-4.01529"
"3.77873,-0.210191"
"-0.402273,-9.74556"
"2.15887,2.4989"
"0.506084,-14.3084"
"4.34921,0.72966"
"2.9316,-10.2564"
"2.4168,0.712612"
"-0.431995,-15.4529"
"5.49156,-4.95226"
"-1.07152,-10.4201"
"1.63879,-7.01426"
"2.2253,-5.2002"
"2.28543,-7.77498"
"4.09653,-4.70532"
"-1.36892,0.558838"
"3.64816,-2.70445"
"3.74503,-4.33144"
"-0.89044,-4.79455"
"0.358662,-6.06876"
"1.6606,-14.9671"
"1.48839,-8.02696"
"3.44831,3.34184"
"4.05192,-20.2958"
"3.31184,-14.5693"
"-0.483794,-1.98404"
"3.66964,-2.67798"
"-0.0509429,-8.93772"
"4.39887,-2.47547"
"2.06123,-6.68257"
"3.35556,-4.4595"
"4.52034,-4.4468"
"3.79593,1.32335"
"2.41947,3.07395"
"4.12105,-2.03705"
"3.74469,2.7618"
"1.13353,-2.0913"
"0.00879048,0.16459"
"1.83186,-0.273611"
"1.42625,-5.5493"
"1.40988,-14.0616"
"0.188598,-9.31051"
"0.789229,-7.45116"
"2.00999,-11.0926"
"0.224873,0.0145894"
"3.37296,-10.6474"
"0.787259,-2.10366"
"1.42463,-9.98848"
"2.44515,-9.25482"
"2.05977,-10.0068"
"1.4678,-5.51768"
"3.83018,-10.3121"
"2.45769,2.40992"
"1.47444,-3.72766"
"1.52808,-14.0203"
"0.262146,-1.45213"
"3.03504,-0.336802"
"1.57535,8.61691"
"3.30625,0.543584"
"1.11691,-3.39431"
"1.33119,-5.3976"
"1.78243,-10.3838"
"0.445924,-15.8917"
"1.21413,-5.34412"
"3.89537,-5.82817"
"2.66135,-9.04603"
"2.75884,-5.19515"
"2.77056,-4.08789"
"0.225087,-4.77857"
"1.89069,-4.13491"
"-0.366192,0.866452"
"2.57861,-5.88781"
"3.00153,-13.5908"
"5.2728,-2.06293"
"2.28964,-7.66104"
"3.88398,-7.23867"
"4.30365,0.0853141"
"1.02703,-8.62217"
"1.88693,-6.0511"
"0.455934,-5.09393"
"2.64668,-7.27308"
"2.78955,-4.06286"
"2.65252,-4.52481"
"1.03525,-7.18063"
"5.94864,-5.07796"
"1.20433,-7.68407"
"3.62811,-1.52703"
"-0.573966,-12.7403"
"-0.0626186,-5.49674"
"0.670106,-2.32925"
"3.73195,-1.20633"
"1.03676,-10.9705"
"0.695336,-3.98305"
"0.662677,-1.11231"
"1.15801,-8.16139"
"0.514495,-8.30919"
"-0.774662,-6.43067"
"3.80635,-3.00608"
"2.6904,-4.19503"
"2.36953,-17.9794"
"4.50106,-8.35295"
"0.313468,-7.76767"
"4.5203,-7.88079"
"2.18606,-4.34349"
"1.48607,-9.71828"
"2.48715,2.09674"
"2.87333,-2.78572"
"2.12112,-12.2847"
"0.563372,-9.33423"
"4.48376,-5.78315"
"2.82615,-3.81119"
"2.17622,-13.3142"
"2.74771,-9.70887"
"3.03395,-5.86969"
"3.08071,-17.6924"
"0.26178,-10.0443"
"2.76967,-4.29647"
"3.91088,-6.86041"
"-2.08089,-10.1138"
"3.64926,-9.47302"
"1.86642,-12.1119"
"0.0406232,1.58244"
"0.420944,-15.0274"
"3.31058,-8.78734"
"4.13022,-2.06411"
"3.46593,-12.3799"
"0.745999,-5.44744"
"3.81225,-19.485"
"1.51207,-3.63643"
"0.971377,-9.78748"
"-0.0319109,-8.99085"
"-3.10711,-11.2562"
"1.41535,-1.94947"
"6.13522,-1.12504"
"2.0821,-8.50227"
"5.0024,0.338142"
"-1.49719,-1.99052"
"4.64578,-0.298849"
"3.58467,-1.08628"
"3.35051,-4.73526"
"-0.0613311,-5.72993"
"0.033585,-12.5379"
"3.05677,-13.3705"
"1.09957,-6.83985"
"0.977382,-2.40246"
"1.5482,-1.93749"
"0.893786,-10.6794"
"3.96542,-6.14361"
"0.0479067,-2.7197"
"3.31838,-6.93209"
"-2.62557,-6.18461"
"0.81399,-4.92517"
"2.38824,-9.87094"
"-0.100603,-2.11587"
"3.83577,1.24301"
"0.285308,-3.63823"
"3.32766,1.344"
"2.27844,-8.71817"
"1.10765,-6.35973"
"3.22695,-7.14144"
"1.66964,-13.0188"
"3.07499,-11.9746"
"2.50038,-3.6201"
"1.5077,-12.2287"
"1.44725,-2.5317"
"-1.27007,-3.84368"
"1.79873,-13.8797"
"0.279245,5.05922"
"1.15657,-8.79393"
"3.10942,-2.9287"
"2.24836,7.75416"
"1.55165,0.549477"
"3.55096,-9.03096"
"3.43967,1.2667"
"-1.55846,-9.72928"
"0.868268,-9.29712"
"4.69735,-3.49452"
"3.32827,-7.22343"
"2.62332,6.35747"
"3.13031,-4.91134"
"1.84731,-6.27647"
"3.63909,-7.58036"
"2.03924,-4.97566"
"0.86308,-2.51167"
"3.12898,-4.73021"
"-0.298078,-8.1313"
"3.62104,-7.87341"
"0.170573,-4.09265"
"0.910615,-11.2816"
"0.527532,-3.9069"
"2.16912,-8.72063"
"2.14705,-18.0485"
"0.110795,-14.039"
"3.58205,-8.53376"
"0.790408,-9.2522"
"3.45717,-6.65254"
"-2.53581,-6.66288"
"0.165618,2.00215"
"3.67419,-2.21302"
"-0.59982,-5.88759"
"2.35853,-8.42355"
"0.787459,-12.4866"
"0.928096,-5.27726"
"1.97028,-7.64415"
"-0.589696,-5.88969"
"0.0347129,-11.3638"
"1.94888,-9.84986"
"2.70039,-13.5474"
"-0.436114,-4.65381"
"-1.29291,-9.68063"
"2.09341,-3.57496"
"0.695013,-16.7508"
"2.25712,-8.6878"
"1.66163,-10.8932"
"2.95397,-9.32136"
"2.81964,-3.87249"
"-3.11667,-9.55049"
"1.64722,-11.5752"
"2.38289,-5.6853"
"1.99387,-8.3671"
"1.94486,-9.22188"
"2.52181,-16.392"
"0.83942,-8.14067"
"-0.552139,-9.27811"
"1.0288,-5.63404"
"2.62615,-7.72869"
"0.727591,-11.3149"
"-1.25358,-11.5666"
"1.27529,-12.2678"
"2.4918,-5.13284"
"2.76964,-12.4718"
"4.282,-14.7987"
"0.172734,-10.8891"
"2.13619,-5.00038"
"1.95574,-5.01962"
"1.51015,5.27641"
"3.09105,-15.0771"
"3.19553,-10.3047"
"0.9373,-8.56596"
"-0.445308,-3.5244"
"2.15931,-5.95471"
"3.89211,-10.9333"
"1.6565,-7.27542"
"-0.220741,-12.3032"
"0.85876,-13.7223"
"1.33718,3.81828"
"0.924918,-12.5427"
"-2.70709,-9.94579"
"4.569,-6.92105"
"3.46944,-5.68526"
"3.43383,-7.80362"
"2.95986,0.164179"
"1.264,-6.13653"
"5.88073,-7.00283"
"2.41184,-4.39195"
"-2.27456,-7.80119"
"1.93256,-9.889"
"5.71802,-10.4197"
"-1.15148,-1.96706"
"1.74299,-9.48963"
"-0.177345,-2.18462"
"0.748922,5.25733"
"2.94568,-12.9906"
"0.475448,-1.1652"
"1.96881,-1.89428"
"-2.7289,-4.74374"
"1.74982,-4.434"
"1.35202,3.31371"
"3.74946,-4.41916"
"0.115537,-3.12986"
"1.07716,-3.77932"
"0.497973,-3.16715"
"2.05783,-7.03366"
"-1.02179,-5.59141"
"1.19176,1.78835"
"1.48264,-12.9313"
"2.07667,-9.31121"
"4.51746,-7.97004"
"-3.38205,0.640793"
"-1.03351,-5.61028"
"4.32487,-10.9189"
"3.97432,-15.8493"
"2.95023,-2.10109"
"0.827695,-2.31897"
"4.71422,-12.9458"
"1.51251,-17.7509"
"0.869962,-7.03995"
"1.97964,1.45878"
"-0.307861,2.36735"
"2.6773,-2.07415"
"5.19768,4.84229"
"3.36353,-10.443"
"2.91994,-5.84534"
"0.536767,-2.7462"
"5.1773,-12.515"
"0.9825,-0.470085"
"4.75679,-1.28083"
"4.12141,-9.36117"
"0.0216298,-6.2429"
"2.34786,-7.28797"
"3.22959,-6.68863"
"2.88473,-8.24575"
"2.66914,-5.02187"
"1.55187,-7.96569"
"3.22443,-5.78131"
"1.36981,-8.56381"
"1.37638,-11.3259"
"1.08744,-1.93559"
"2.23097,-4.84025"
"3.31796,-9.97418"
"0.523177,-16.1328"
"1.58078,-5.73345"
"3.63481,-10.9141"
"2.88376,-4.45774"
"-1.62559,-8.636"
"-1.85344,-4.97456"
"5.04169,1.17022"
"0.928814,-5.11902"
"3.25682,-1.18742"
"-0.516442,-5.34522"
"2.57807,-6.66601"
"1.67018,-10.3549"
"2.60814,-13.0387"
"4.59149,-17.2268"
"-2.00243,-7.30718"
"4.44833,-8.14477"
"-1.41755,-11.0977"
"3.94195,-5.48609"
"3.0598,0.933702"
"-0.0301205,-5.1364"
"-0.698869,-3.84711"
"4.01023,-10.3945"
"4.57074,-0.693185"
"0.577057,-14.7209"
"1.63862,0.823356"
"3.34251,-3.75594"
"3.0174,0.79322"
"2.38736,-5.54718"
"1.29063,1.72021"
"4.43206,-6.39945"
"0.836084,-4.41503"
"3.78361,-5.25791"
"3.09686,-4.59568"
"1.52625,-7.43453"
"2.91096,-12.2155"
"3.08,-9.89965"
"2.04132,-3.34489"
"3.72628,-1.99398"
"0.178683,-7.17768"
"4.37175,-4.63677"
"0.773177,0.516098"
"3.06556,-2.97445"
"1.46397,-11.3659"
"0.642688,-3.59121"
"1.00016,-6.65607"
"1.2056,-1.9703"
"0.264119,-9.88798"
"2.40728,-12.1011"
"1.54748,-8.47753"
"0.162303,-9.28585"
"1.48299,-4.84798"
"0.221071,-10.788"
"-0.154006,-8.62323"
"-0.922883,-2.90606"
"4.27174,3.1513"
"3.03503,-4.99749"
"2.89147,-3.55459"
"2.46359,-7.80299"
"2.86461,2.77839"
"1.93191,-12.8564"
"0.205476,-2.90836"
"-2.35735,-7.50753"
"2.731,-4.41259"
"3.3529,-6.42946"
"1.04846,-0.179602"
"3.74703,-14.8802"
"1.88646,3.20857"
"2.24317,-3.08893"
"2.38077,1.50168"
"4.5334,-14.9521"
"3.34204,-5.23513"
"-0.921296,4.14868"
"0.322642,-6.44141"
"1.14046,-4.41278"
"1.07236,-2.36215"
"3.00316,-10.0622"
"-0.24762,-8.52965"
"-5.54286,-2.74303"
"0.929784,-7.57201"
"3.30821,-9.17668"
"1.32769,-7.8035"
"0.571931,-4.82579"
"3.72202,-5.94532"
"0.250622,-5.759"
"-1.39099,-2.69121"
"5.18323,-12.6993"
"2.56001,-6.37356"
"3.24627,-10.0628"
"4.53025,-10.2025"
"2.65945,-1.15942"
"5.24836,-6.49842"
"0.123691,-10.4549"
"1.50298,-2.68132"
"3.11248,-11.6951"
"3.49797,-13.4282"
"-0.288855,-4.67089"
"2.06952,-5.18143"
"1.14775,1.38564"
"1.44206,2.09301"
"4.14472,-4.88307"
"3.25731,3.98597"
"0.0309477,-6.66637"
"4.44063,-1.84798"
"3.37089,0.409642"
"-0.558915,-8.23044"
"4.36092,2.82237"
"1.50548,-7.6126"
"2.81425,0.0201421"
"6.08607,2.65147"
"0.795409,-11.0691"
"0.341632,2.21197"
"0.294896,-3.79275"
"3.40045,-9.56357"
"2.92733,-12.6399"
"-0.38553,-3.77054"
"0.482853,-5.21964"
"1.2158,-15.5242"
"3.23143,-4.90089"
"1.26479,1.97073"
"4.47568,-7.81052"
"-2.12721,-15.2291"
"2.27585,-5.11806"
"-0.410697,-7.37814"
"0.268724,-4.82613"
"2.64008,-7.16524"
"0.0865607,-15.5886"
"1.90408,-11.5908"
"4.72582,-2.03105"
"4.59111,-7.12074"
"0.919146,-5.90694"
"1.1786,-3.16892"
"2.49186,-11.8369"
"1.4579,-8.68548"
"3.02165,-10.9503"
"2.29636,-7.36408"
"0.830214,-3.04618"
"2.38214,-10.6419"
"0.470058,-8.16819"
"0.430444,0.719667"
"3.03102,-5.31907"
"3.15062,-4.29508"
"2.77583,-13.3787"
"2.18612,3.48016"
"4.37454,-4.96679"
"1.78085,4.72703"
"-0.404414,0.939808"
"2.20053,-15.1981"
"1.10425,-6.51768"
"2.40641,-4.99581"
"-1.19084,-5.39886"
"-0.0373074,-5.30876"
"3.91636,-8.12865"
"1.22755,-3.57386"
"0.466192,-1.57886"
"1.52294,-12.4743"
"0.643867,-1.91513"
"-1.65555,-14.0958"
"-0.755019,-13.0401"
"-3.44973,-2.70447"
"1.07014,-3.66184"
"0.550293,-2.54068"
"-0.441905,-12.4903"
"1.15544,-10.5533"
"4.06253,-3.67988"
"0.537372,-3.36917"
